appid,average_playtime_forever,average_playtime_two_weeks,median_playtime_forever,median_playtime_two_weeks
1585680,0.0,0.0,0.0,0.0
531050,3.0,0.0,3.0,0.0
1398180,0.0,0.0,0.0,0.0
373770,179.0,0.0,202.0,0.0
34460,492.0,0.0,492.0,0.0
1004150,0.0,0.0,0.0,0.0
1062080,0.0,0.0,0.0,0.0
1070160,0.0,0.0,0.0,0.0
37310,0.0,0.0,0.0,0.0
1527270,0.0,0.0,0.0,0.0
1794970,0.0,0.0,0.0,0.0
1081470,0.0,0.0,0.0,0.0
1768480,0.0,0.0,0.0,0.0
379980,92.0,0.0,113.0,0.0
1253180,0.0,0.0,0.0,0.0
1992530,0.0,0.0,0.0,0.0
1250940,0.0,0.0,0.0,0.0
2073970,0.0,0.0,0.0,0.0
763030,135.0,0.0,135.0,0.0
325370,208.0,0.0,208.0,0.0
1412440,0.0,0.0,0.0,0.0
1813390,0.0,0.0,0.0,0.0
1213450,0.0,0.0,0.0,0.0
1065100,82.0,0.0,82.0,0.0
2017010,0.0,0.0,0.0,0.0
1521580,151.0,0.0,222.0,0.0
1833730,0.0,0.0,0.0,0.0
281410,0.0,0.0,0.0,0.0
1279440,0.0,0.0,0.0,0.0
656620,0.0,0.0,0.0,0.0
1404030,0.0,0.0,0.0,0.0
1350350,0.0,0.0,0.0,0.0
354380,196.0,0.0,173.0,0.0
1364570,0.0,0.0,0.0,0.0
1416140,0.0,0.0,0.0,0.0
1998580,0.0,0.0,0.0,0.0
1588590,0.0,0.0,0.0,0.0
1540410,0.0,0.0,0.0,0.0
33650,1007.0,0.0,1359.0,0.0
845030,0.0,0.0,0.0,0.0
1686320,0.0,0.0,0.0,0.0
576050,254.0,0.0,275.0,0.0
531520,332.0,0.0,332.0,0.0
1475700,0.0,0.0,0.0,0.0
1785510,0.0,0.0,0.0,0.0
833140,181.0,0.0,181.0,0.0
1216310,0.0,0.0,0.0,0.0
1403460,0.0,0.0,0.0,0.0
1375760,0.0,0.0,0.0,0.0
358380,0.0,0.0,0.0,0.0
1607340,0.0,0.0,0.0,0.0
1649790,0.0,0.0,0.0,0.0
200210,922.0,138.0,67.0,276.0
1961260,0.0,0.0,0.0,0.0
1868510,0.0,0.0,0.0,0.0
1103250,0.0,0.0,0.0,0.0
1376060,0.0,0.0,0.0,0.0
485800,13.0,0.0,13.0,0.0
519490,0.0,0.0,0.0,0.0
573110,0.0,0.0,0.0,0.0
1787190,0.0,0.0,0.0,0.0
783590,0.0,0.0,0.0,0.0
981770,240.0,0.0,240.0,0.0
1548030,0.0,0.0,0.0,0.0
1794930,0.0,0.0,0.0,0.0
1686270,0.0,0.0,0.0,0.0
1651930,0.0,0.0,0.0,0.0
891100,0.0,0.0,0.0,0.0
1214600,0.0,0.0,0.0,0.0
1775750,0.0,0.0,0.0,0.0
846470,106.0,0.0,117.0,0.0
410830,1.0,0.0,1.0,0.0
404960,0.0,0.0,0.0,0.0
298930,118.0,0.0,139.0,0.0
1812090,88.0,88.0,88.0,88.0
1716370,0.0,0.0,0.0,0.0
447190,0.0,0.0,0.0,0.0
1283270,0.0,0.0,0.0,0.0
1356260,0.0,0.0,0.0,0.0
1513130,0.0,0.0,0.0,0.0
1734350,0.0,0.0,0.0,0.0
539690,0.0,0.0,0.0,0.0
984590,0.0,0.0,0.0,0.0
312220,15.0,0.0,15.0,0.0
34030,3389.0,1495.0,542.0,1495.0
713600,0.0,0.0,0.0,0.0
470890,0.0,0.0,0.0,0.0
479020,0.0,0.0,0.0,0.0
1929380,0.0,0.0,0.0,0.0
1157750,303.0,0.0,483.0,0.0
1806860,0.0,0.0,0.0,0.0
1129720,0.0,0.0,0.0,0.0
1177960,0.0,0.0,0.0,0.0
1627150,0.0,0.0,0.0,0.0
1140350,0.0,0.0,0.0,0.0
1386020,0.0,0.0,0.0,0.0
337720,22.0,0.0,22.0,0.0
529890,227.0,0.0,227.0,0.0
1724280,0.0,0.0,0.0,0.0
23300,52.0,0.0,52.0,0.0
1226510,31.0,0.0,31.0,0.0
1300700,120.0,0.0,141.0,0.0
394700,389.0,0.0,441.0,0.0
1036030,0.0,0.0,0.0,0.0
993250,0.0,0.0,0.0,0.0
1315040,0.0,0.0,0.0,0.0
32330,481.0,0.0,771.0,0.0
1311960,0.0,0.0,0.0,0.0
974830,0.0,0.0,0.0,0.0
2550,18.0,0.0,18.0,0.0
1825740,0.0,0.0,0.0,0.0
593900,0.0,0.0,0.0,0.0
1186680,0.0,0.0,0.0,0.0
1732390,0.0,0.0,0.0,0.0
1737100,834.0,0.0,1236.0,0.0
1508430,0.0,0.0,0.0,0.0
1000640,0.0,0.0,0.0,0.0
912070,0.0,0.0,0.0,0.0
390520,207.0,0.0,256.0,0.0
752020,0.0,0.0,0.0,0.0
362090,271.0,0.0,541.0,0.0
1554140,0.0,0.0,0.0,0.0
752050,0.0,0.0,0.0,0.0
2055580,0.0,0.0,0.0,0.0
504920,72.0,0.0,131.0,0.0
1237980,211.0,0.0,290.0,0.0
812460,0.0,0.0,0.0,0.0
1867290,0.0,0.0,0.0,0.0
1626230,0.0,0.0,0.0,0.0
1164740,0.0,0.0,0.0,0.0
1849560,0.0,0.0,0.0,0.0
624970,169.0,0.0,269.0,0.0
1131420,0.0,0.0,0.0,0.0
1124060,103.0,0.0,103.0,0.0
956550,0.0,0.0,0.0,0.0
1041760,0.0,0.0,0.0,0.0
1966530,0.0,0.0,0.0,0.0
1137360,0.0,0.0,0.0,0.0
1046350,0.0,0.0,0.0,0.0
458110,0.0,0.0,0.0,0.0
1282730,1167.0,26.0,881.0,26.0
604150,0.0,0.0,0.0,0.0
1677920,0.0,0.0,0.0,0.0
1093150,0.0,0.0,0.0,0.0
1499980,0.0,0.0,0.0,0.0
776920,0.0,0.0,0.0,0.0
955060,50.0,0.0,50.0,0.0
1101260,215.0,0.0,215.0,0.0
1519650,0.0,0.0,0.0,0.0
1318030,0.0,0.0,0.0,0.0
1378070,0.0,0.0,0.0,0.0
1301950,509.0,0.0,509.0,0.0
1468820,0.0,0.0,0.0,0.0
1067760,0.0,0.0,0.0,0.0
1751160,0.0,0.0,0.0,0.0
582920,161.0,0.0,161.0,0.0
556200,0.0,0.0,0.0,0.0
1723400,0.0,0.0,0.0,0.0
1422810,0.0,0.0,0.0,0.0
1370630,0.0,0.0,0.0,0.0
26000,25.0,0.0,25.0,0.0
695660,0.0,0.0,0.0,0.0
1212460,0.0,0.0,0.0,0.0
682350,0.0,0.0,0.0,0.0
1321230,67.0,0.0,67.0,0.0
956310,0.0,0.0,0.0,0.0
1069120,0.0,0.0,0.0,0.0
630070,0.0,0.0,0.0,0.0
1134700,0.0,0.0,0.0,0.0
597670,0.0,0.0,0.0,0.0
1253720,0.0,0.0,0.0,0.0
733300,0.0,0.0,0.0,0.0
1936490,0.0,0.0,0.0,0.0
439700,640.0,0.0,15.0,0.0
2021220,0.0,0.0,0.0,0.0
1512550,0.0,0.0,0.0,0.0
545400,268.0,0.0,275.0,0.0
1356710,0.0,0.0,0.0,0.0
887720,218.0,0.0,218.0,0.0
1682530,0.0,0.0,0.0,0.0
803270,0.0,0.0,0.0,0.0
1056860,0.0,0.0,0.0,0.0
1865590,0.0,0.0,0.0,0.0
1000990,0.0,0.0,0.0,0.0
1158660,0.0,0.0,0.0,0.0
810000,0.0,0.0,0.0,0.0
557860,0.0,0.0,0.0,0.0
639130,252.0,0.0,314.0,0.0
561000,0.0,0.0,0.0,0.0
1083430,0.0,0.0,0.0,0.0
1916270,585.0,0.0,585.0,0.0
1553580,0.0,0.0,0.0,0.0
433950,151.0,0.0,102.0,0.0
271730,357.0,0.0,357.0,0.0
925010,0.0,0.0,0.0,0.0
1638450,0.0,0.0,0.0,0.0
1682980,0.0,0.0,0.0,0.0
286810,333.0,0.0,462.0,0.0
668230,0.0,0.0,0.0,0.0
221640,215.0,1.0,82.0,1.0
328510,0.0,0.0,0.0,0.0
1090630,1563.0,0.0,1165.0,0.0
874690,0.0,0.0,0.0,0.0
650570,0.0,0.0,0.0,0.0
1451200,0.0,0.0,0.0,0.0
1054300,0.0,0.0,0.0,0.0
1756900,0.0,0.0,0.0,0.0
783170,298.0,0.0,298.0,0.0
431360,0.0,0.0,0.0,0.0
1157920,0.0,0.0,0.0,0.0
648890,176.0,0.0,176.0,0.0
1918790,0.0,0.0,0.0,0.0
1166250,0.0,0.0,0.0,0.0
1153920,0.0,0.0,0.0,0.0
936970,0.0,0.0,0.0,0.0
848330,0.0,0.0,0.0,0.0
1676450,0.0,0.0,0.0,0.0
1748340,0.0,0.0,0.0,0.0
1566430,0.0,0.0,0.0,0.0
1212330,0.0,0.0,0.0,0.0
1090540,0.0,0.0,0.0,0.0
1780870,0.0,0.0,0.0,0.0
649790,80.0,0.0,107.0,0.0
274940,672.0,0.0,274.0,0.0
1258590,139.0,0.0,147.0,0.0
491350,0.0,0.0,0.0,0.0
1294230,0.0,0.0,0.0,0.0
1117930,0.0,0.0,0.0,0.0
556530,44.0,0.0,44.0,0.0
460990,0.0,0.0,0.0,0.0
1112790,2458.0,0.0,3024.0,0.0
767100,0.0,0.0,0.0,0.0
1454720,0.0,0.0,0.0,0.0
844160,0.0,0.0,0.0,0.0
1507110,0.0,0.0,0.0,0.0
1212100,64.0,0.0,64.0,0.0
857060,0.0,0.0,0.0,0.0
989430,0.0,0.0,0.0,0.0
1845710,0.0,0.0,0.0,0.0
1319100,0.0,0.0,0.0,0.0
293460,1200.0,0.0,1200.0,0.0
1794190,0.0,0.0,0.0,0.0
1052140,0.0,0.0,0.0,0.0
1289120,0.0,0.0,0.0,0.0
1399440,0.0,0.0,0.0,0.0
628960,0.0,0.0,0.0,0.0
1886450,0.0,0.0,0.0,0.0
1516400,1147.0,0.0,1147.0,0.0
886110,0.0,0.0,0.0,0.0
1819260,0.0,0.0,0.0,0.0
1177390,0.0,0.0,0.0,0.0
940320,0.0,0.0,0.0,0.0
1712420,0.0,0.0,0.0,0.0
493110,0.0,0.0,0.0,0.0
1546380,0.0,0.0,0.0,0.0
789880,0.0,0.0,0.0,0.0
1223200,0.0,0.0,0.0,0.0
1537800,0.0,0.0,0.0,0.0
751920,0.0,0.0,0.0,0.0
1904860,296.0,296.0,296.0,296.0
412370,211.0,0.0,211.0,0.0
242570,342.0,0.0,286.0,0.0
1651750,0.0,0.0,0.0,0.0
1550680,0.0,0.0,0.0,0.0
1825350,0.0,0.0,0.0,0.0
1950720,0.0,0.0,0.0,0.0
1458460,0.0,0.0,0.0,0.0
1454050,0.0,0.0,0.0,0.0
1305690,0.0,0.0,0.0,0.0
778270,0.0,0.0,0.0,0.0
878890,0.0,0.0,0.0,0.0
1102740,0.0,0.0,0.0,0.0
691860,0.0,0.0,0.0,0.0
553310,246.0,7.0,167.0,7.0
1396450,0.0,0.0,0.0,0.0
796050,0.0,0.0,0.0,0.0
322920,413.0,0.0,209.0,0.0
1631330,0.0,0.0,0.0,0.0
1545280,0.0,0.0,0.0,0.0
1671310,0.0,0.0,0.0,0.0
1037960,0.0,0.0,0.0,0.0
420370,0.0,0.0,0.0,0.0
1212710,0.0,0.0,0.0,0.0
1609010,0.0,0.0,0.0,0.0
499210,0.0,0.0,0.0,0.0
900400,237.0,0.0,237.0,0.0
622170,153.0,0.0,153.0,0.0
1823940,0.0,0.0,0.0,0.0
704940,0.0,0.0,0.0,0.0
1269540,0.0,0.0,0.0,0.0
1196400,0.0,0.0,0.0,0.0
1865500,0.0,0.0,0.0,0.0
1899400,36.0,0.0,49.0,0.0
1966580,0.0,0.0,0.0,0.0
344230,272.0,0.0,270.0,0.0
2011080,0.0,0.0,0.0,0.0
1725620,0.0,0.0,0.0,0.0
993390,0.0,0.0,0.0,0.0
1336440,0.0,0.0,0.0,0.0
1784840,0.0,0.0,0.0,0.0
1727440,0.0,0.0,0.0,0.0
1303950,0.0,0.0,0.0,0.0
352790,0.0,0.0,0.0,0.0
554640,49555.0,0.0,99108.0,0.0
379390,0.0,0.0,0.0,0.0
1707800,0.0,0.0,0.0,0.0
1383400,0.0,0.0,0.0,0.0
296240,441.0,0.0,441.0,0.0
511320,329.0,0.0,330.0,0.0
258643,0.0,0.0,0.0,0.0
794230,0.0,0.0,0.0,0.0
336080,0.0,0.0,0.0,0.0
1852830,0.0,0.0,0.0,0.0
1489680,0.0,0.0,0.0,0.0
303590,63.0,0.0,76.0,0.0
1778950,0.0,0.0,0.0,0.0
1572230,0.0,0.0,0.0,0.0
1592530,0.0,0.0,0.0,0.0
649000,0.0,0.0,0.0,0.0
1565800,0.0,0.0,0.0,0.0
1875850,0.0,0.0,0.0,0.0
1628510,0.0,0.0,0.0,0.0
1260670,0.0,0.0,0.0,0.0
535240,0.0,0.0,0.0,0.0
340460,194.0,0.0,194.0,0.0
1831190,0.0,0.0,0.0,0.0
434220,222.0,0.0,233.0,0.0
957780,0.0,0.0,0.0,0.0
501990,401.0,0.0,401.0,0.0
711630,0.0,0.0,0.0,0.0
438080,204.0,0.0,229.0,0.0
429200,239.0,0.0,244.0,0.0
594720,276.0,0.0,264.0,0.0
1386160,0.0,0.0,0.0,0.0
544550,1059.0,133.0,1151.0,133.0
432380,0.0,0.0,0.0,0.0
895890,0.0,0.0,0.0,0.0
610560,273.0,0.0,278.0,0.0
1447020,0.0,0.0,0.0,0.0
808220,0.0,0.0,0.0,0.0
1228680,0.0,0.0,0.0,0.0
1342270,0.0,0.0,0.0,0.0
777860,0.0,0.0,0.0,0.0
259870,185.0,0.0,185.0,0.0
984150,0.0,0.0,0.0,0.0
756150,0.0,0.0,0.0,0.0
617570,0.0,0.0,0.0,0.0
424000,419.0,0.0,417.0,0.0
1400380,0.0,0.0,0.0,0.0
221680,4149.0,433.0,710.0,610.0
1605010,64.0,0.0,89.0,0.0
1596940,0.0,0.0,0.0,0.0
1473630,0.0,0.0,0.0,0.0
996000,0.0,0.0,0.0,0.0
573760,0.0,0.0,0.0,0.0
1198730,4364.0,0.0,6539.0,0.0
1013660,0.0,0.0,0.0,0.0
1629300,0.0,0.0,0.0,0.0
1889420,0.0,0.0,0.0,0.0
289060,0.0,0.0,0.0,0.0
1673840,0.0,0.0,0.0,0.0
1506280,102.0,0.0,120.0,0.0
644400,0.0,0.0,0.0,0.0
1682600,0.0,0.0,0.0,0.0
200910,91.0,0.0,85.0,0.0
1536610,0.0,0.0,0.0,0.0
1622090,0.0,0.0,0.0,0.0
1148710,0.0,0.0,0.0,0.0
1285210,0.0,0.0,0.0,0.0
218740,102.0,0.0,54.0,0.0
1038650,0.0,0.0,0.0,0.0
1050690,0.0,0.0,0.0,0.0
934930,18.0,0.0,30.0,0.0
1657550,0.0,0.0,0.0,0.0
874030,0.0,0.0,0.0,0.0
1356530,0.0,0.0,0.0,0.0
297070,0.0,0.0,0.0,0.0
698110,0.0,0.0,0.0,0.0
416430,0.0,0.0,0.0,0.0
945610,0.0,0.0,0.0,0.0
1022860,0.0,0.0,0.0,0.0
208480,1906.0,834.0,1258.0,834.0
422810,297.0,0.0,302.0,0.0
682160,0.0,0.0,0.0,0.0
413110,0.0,0.0,0.0,0.0
634410,0.0,0.0,0.0,0.0
1235480,0.0,0.0,0.0,0.0
1616290,0.0,0.0,0.0,0.0
863150,0.0,0.0,0.0,0.0
252330,136.0,0.0,125.0,0.0
381250,0.0,0.0,0.0,0.0
1440370,0.0,0.0,0.0,0.0
222180,197.0,0.0,219.0,0.0
578610,0.0,0.0,0.0,0.0
891350,0.0,0.0,0.0,0.0
1291210,0.0,0.0,0.0,0.0
1964110,0.0,0.0,0.0,0.0
1397650,0.0,0.0,0.0,0.0
895650,0.0,0.0,0.0,0.0
604980,0.0,0.0,0.0,0.0
516900,0.0,0.0,0.0,0.0
504470,0.0,0.0,0.0,0.0
1756750,0.0,0.0,0.0,0.0
393080,435.0,0.0,351.0,0.0
806900,0.0,0.0,0.0,0.0
1704640,0.0,0.0,0.0,0.0
1025020,0.0,0.0,0.0,0.0
1779460,0.0,0.0,0.0,0.0
1063960,0.0,0.0,0.0,0.0
1184590,0.0,0.0,0.0,0.0
1082770,0.0,0.0,0.0,0.0
296790,0.0,0.0,0.0,0.0
496980,194.0,0.0,194.0,0.0
896750,0.0,0.0,0.0,0.0
1351290,0.0,0.0,0.0,0.0
202670,0.0,0.0,0.0,0.0
690310,0.0,0.0,0.0,0.0
587470,0.0,0.0,0.0,0.0
1471940,0.0,0.0,0.0,0.0
339800,1012.0,160.0,822.0,160.0
1783770,0.0,0.0,0.0,0.0
1742400,0.0,0.0,0.0,0.0
2015080,0.0,0.0,0.0,0.0
1302200,0.0,0.0,0.0,0.0
1539150,0.0,0.0,0.0,0.0
1468720,511.0,228.0,401.0,228.0
574080,374.0,0.0,409.0,0.0
1176800,0.0,0.0,0.0,0.0
1593700,0.0,0.0,0.0,0.0
1720550,0.0,0.0,0.0,0.0
1476420,0.0,0.0,0.0,0.0
581340,19.0,0.0,19.0,0.0
1803460,0.0,0.0,0.0,0.0
1864790,0.0,0.0,0.0,0.0
793680,64.0,0.0,64.0,0.0
501300,150.0,24.0,141.0,24.0
852570,0.0,0.0,0.0,0.0
1062520,518.0,518.0,673.0,673.0
1651760,0.0,0.0,0.0,0.0
1132190,214.0,0.0,171.0,0.0
874460,103.0,0.0,103.0,0.0
1200740,0.0,0.0,0.0,0.0
1503180,0.0,0.0,0.0,0.0
1031570,0.0,0.0,0.0,0.0
1543810,0.0,0.0,0.0,0.0
844960,0.0,0.0,0.0,0.0
1697830,0.0,0.0,0.0,0.0
555400,0.0,0.0,0.0,0.0
1683360,0.0,0.0,0.0,0.0
985240,0.0,0.0,0.0,0.0
1069960,0.0,0.0,0.0,0.0
507490,244.0,0.0,171.0,0.0
877040,0.0,0.0,0.0,0.0
1583660,0.0,0.0,0.0,0.0
1841600,0.0,0.0,0.0,0.0
1697420,0.0,0.0,0.0,0.0
1152230,0.0,0.0,0.0,0.0
613200,0.0,0.0,0.0,0.0
813200,0.0,0.0,0.0,0.0
888990,0.0,0.0,0.0,0.0
1486790,0.0,0.0,0.0,0.0
1721130,0.0,0.0,0.0,0.0
1211960,0.0,0.0,0.0,0.0
1680990,0.0,0.0,0.0,0.0
1287940,0.0,0.0,0.0,0.0
895610,0.0,0.0,0.0,0.0
1135140,0.0,0.0,0.0,0.0
401510,0.0,0.0,0.0,0.0
670900,286.0,0.0,286.0,0.0
1874010,0.0,0.0,0.0,0.0
876320,0.0,0.0,0.0,0.0
1207770,0.0,0.0,0.0,0.0
327910,48.0,0.0,48.0,0.0
1473110,0.0,0.0,0.0,0.0
1856680,0.0,0.0,0.0,0.0
55000,126.0,0.0,187.0,0.0
1561370,0.0,0.0,0.0,0.0
1487900,0.0,0.0,0.0,0.0
1375400,0.0,0.0,0.0,0.0
867420,0.0,0.0,0.0,0.0
985800,0.0,0.0,0.0,0.0
1362910,0.0,0.0,0.0,0.0
1280980,0.0,0.0,0.0,0.0
603730,0.0,0.0,0.0,0.0
648630,0.0,0.0,0.0,0.0
1934340,0.0,0.0,0.0,0.0
1545040,0.0,0.0,0.0,0.0
892420,9679.0,0.0,6275.0,0.0
1266120,0.0,0.0,0.0,0.0
1731940,0.0,0.0,0.0,0.0
449150,0.0,0.0,0.0,0.0
1098150,0.0,0.0,0.0,0.0
1541530,0.0,0.0,0.0,0.0
676130,0.0,0.0,0.0,0.0
1205540,0.0,0.0,0.0,0.0
1603770,0.0,0.0,0.0,0.0
1013320,9117.0,0.0,309.0,0.0
625990,0.0,0.0,0.0,0.0
880860,0.0,0.0,0.0,0.0
372320,0.0,0.0,0.0,0.0
1945760,0.0,0.0,0.0,0.0
377050,0.0,0.0,0.0,0.0
507080,0.0,0.0,0.0,0.0
1699200,0.0,0.0,0.0,0.0
1491720,0.0,0.0,0.0,0.0
736700,0.0,0.0,0.0,0.0
1934470,0.0,0.0,0.0,0.0
1313400,0.0,0.0,0.0,0.0
1251250,0.0,0.0,0.0,0.0
535890,274.0,0.0,274.0,0.0
741590,10.0,0.0,10.0,0.0
18050,9.0,0.0,9.0,0.0
1037480,0.0,0.0,0.0,0.0
949170,0.0,0.0,0.0,0.0
955400,0.0,0.0,0.0,0.0
1960320,0.0,0.0,0.0,0.0
311770,651.0,0.0,739.0,0.0
1846300,0.0,0.0,0.0,0.0
1466640,413.0,0.0,345.0,0.0
1319430,0.0,0.0,0.0,0.0
1667440,0.0,0.0,0.0,0.0
1217630,0.0,0.0,0.0,0.0
557410,1078.0,0.0,1078.0,0.0
731690,0.0,0.0,0.0,0.0
984540,0.0,0.0,0.0,0.0
1629380,0.0,0.0,0.0,0.0
1395410,0.0,0.0,0.0,0.0
463000,653.0,0.0,954.0,0.0
1227280,440.0,0.0,598.0,0.0
1700450,0.0,0.0,0.0,0.0
533630,0.0,0.0,0.0,0.0
664250,0.0,0.0,0.0,0.0
1378320,0.0,0.0,0.0,0.0
1023110,0.0,0.0,0.0,0.0
1127350,0.0,0.0,0.0,0.0
702030,0.0,0.0,0.0,0.0
872550,0.0,0.0,0.0,0.0
25900,1131.0,0.0,1242.0,0.0
1685590,0.0,0.0,0.0,0.0
1978750,0.0,0.0,0.0,0.0
742010,0.0,0.0,0.0,0.0
762190,0.0,0.0,0.0,0.0
950460,0.0,0.0,0.0,0.0
24400,52.0,0.0,62.0,0.0
1846920,183.0,0.0,183.0,0.0
231740,389.0,0.0,183.0,0.0
1545350,0.0,0.0,0.0,0.0
1656900,0.0,0.0,0.0,0.0
1715850,0.0,0.0,0.0,0.0
1144200,696.0,138.0,433.0,101.0
849177,0.0,0.0,0.0,0.0
1455540,0.0,0.0,0.0,0.0
1095370,0.0,0.0,0.0,0.0
573660,17.0,0.0,17.0,0.0
346150,0.0,0.0,0.0,0.0
1096300,46.0,0.0,46.0,0.0
1391280,0.0,0.0,0.0,0.0
1072890,0.0,0.0,0.0,0.0
1383780,0.0,0.0,0.0,0.0
884500,0.0,0.0,0.0,0.0
1653010,0.0,0.0,0.0,0.0
377220,0.0,0.0,0.0,0.0
848310,686.0,0.0,686.0,0.0
1432890,0.0,0.0,0.0,0.0
1090210,0.0,0.0,0.0,0.0
416790,304.0,0.0,438.0,0.0
463800,41.0,0.0,41.0,0.0
310880,0.0,0.0,0.0,0.0
385270,341.0,0.0,377.0,0.0
1464630,0.0,0.0,0.0,0.0
656770,0.0,0.0,0.0,0.0
1898320,0.0,0.0,0.0,0.0
1576220,0.0,0.0,0.0,0.0
1276470,0.0,0.0,0.0,0.0
940300,0.0,0.0,0.0,0.0
314500,0.0,0.0,0.0,0.0
1515470,0.0,0.0,0.0,0.0
1262470,0.0,0.0,0.0,0.0
1782260,0.0,0.0,0.0,0.0
1639900,0.0,0.0,0.0,0.0
1791880,0.0,0.0,0.0,0.0
860650,242.0,0.0,242.0,0.0
524610,7.0,0.0,7.0,0.0
1413350,0.0,0.0,0.0,0.0
608980,0.0,0.0,0.0,0.0
635390,272.0,0.0,272.0,0.0
939850,312.0,0.0,335.0,0.0
1549240,0.0,0.0,0.0,0.0
1915050,0.0,0.0,0.0,0.0
939210,0.0,0.0,0.0,0.0
300760,0.0,0.0,0.0,0.0
566870,0.0,0.0,0.0,0.0
284260,0.0,0.0,0.0,0.0
855740,311.0,0.0,535.0,0.0
1404970,0.0,0.0,0.0,0.0
520540,0.0,0.0,0.0,0.0
1149220,0.0,0.0,0.0,0.0
1502070,0.0,0.0,0.0,0.0
381050,0.0,0.0,0.0,0.0
1732330,0.0,0.0,0.0,0.0
715010,84.0,0.0,131.0,0.0
552900,324.0,0.0,328.0,0.0
1626410,0.0,0.0,0.0,0.0
1642940,0.0,0.0,0.0,0.0
839260,0.0,0.0,0.0,0.0
34315,0.0,0.0,0.0,0.0
1912620,0.0,0.0,0.0,0.0
685670,0.0,0.0,0.0,0.0
711240,0.0,0.0,0.0,0.0
1924440,0.0,0.0,0.0,0.0
626570,0.0,0.0,0.0,0.0
1836860,161.0,0.0,218.0,0.0
1148540,0.0,0.0,0.0,0.0
1335680,0.0,0.0,0.0,0.0
855320,0.0,0.0,0.0,0.0
1297000,0.0,0.0,0.0,0.0
643960,679.0,0.0,778.0,0.0
1651030,0.0,0.0,0.0,0.0
377500,0.0,0.0,0.0,0.0
465490,239.0,0.0,318.0,0.0
893710,0.0,0.0,0.0,0.0
1629250,0.0,0.0,0.0,0.0
792160,0.0,0.0,0.0,0.0
1150310,0.0,0.0,0.0,0.0
352700,122.0,0.0,182.0,0.0
1832010,0.0,0.0,0.0,0.0
432130,0.0,0.0,0.0,0.0
1291830,0.0,0.0,0.0,0.0
860790,0.0,0.0,0.0,0.0
1873410,0.0,0.0,0.0,0.0
1708810,0.0,0.0,0.0,0.0
1376140,0.0,0.0,0.0,0.0
563750,405.0,0.0,405.0,0.0
1402030,0.0,0.0,0.0,0.0
1414430,0.0,0.0,0.0,0.0
1095860,0.0,0.0,0.0,0.0
1291970,0.0,0.0,0.0,0.0
944650,0.0,0.0,0.0,0.0
1188930,1283.0,2.0,1384.0,2.0
1165400,0.0,0.0,0.0,0.0
1209740,0.0,0.0,0.0,0.0
1130590,0.0,0.0,0.0,0.0
218640,325.0,0.0,222.0,0.0
820610,0.0,0.0,0.0,0.0
1602900,0.0,0.0,0.0,0.0
1950250,0.0,0.0,0.0,0.0
1770230,0.0,0.0,0.0,0.0
1267680,0.0,0.0,0.0,0.0
1133230,0.0,0.0,0.0,0.0
1380400,0.0,0.0,0.0,0.0
1637730,798.0,199.0,1397.0,199.0
551450,0.0,0.0,0.0,0.0
1379350,0.0,0.0,0.0,0.0
1728100,0.0,0.0,0.0,0.0
672770,0.0,0.0,0.0,0.0
1219590,0.0,0.0,0.0,0.0
336110,146.0,0.0,146.0,0.0
1711080,0.0,0.0,0.0,0.0
1841900,0.0,0.0,0.0,0.0
448640,275.0,0.0,245.0,0.0
695490,0.0,0.0,0.0,0.0
1061270,0.0,0.0,0.0,0.0
1622830,0.0,0.0,0.0,0.0
1308500,0.0,0.0,0.0,0.0
898580,0.0,0.0,0.0,0.0
1689510,0.0,0.0,0.0,0.0
1102510,0.0,0.0,0.0,0.0
1832370,0.0,0.0,0.0,0.0
802850,0.0,0.0,0.0,0.0
1076160,45.0,0.0,45.0,0.0
880220,0.0,0.0,0.0,0.0
1730630,0.0,0.0,0.0,0.0
1531930,0.0,0.0,0.0,0.0
1779270,0.0,0.0,0.0,0.0
904130,0.0,0.0,0.0,0.0
1457810,0.0,0.0,0.0,0.0
518720,0.0,0.0,0.0,0.0
521790,88.0,0.0,88.0,0.0
984260,0.0,0.0,0.0,0.0
1222670,1469.0,362.0,379.0,397.0
1136770,0.0,0.0,0.0,0.0
537130,0.0,0.0,0.0,0.0
713310,0.0,0.0,0.0,0.0
40300,938.0,0.0,372.0,0.0
40970,1346.0,280.0,195.0,280.0
639960,7.0,0.0,7.0,0.0
1397350,0.0,0.0,0.0,0.0
1729120,0.0,0.0,0.0,0.0
321600,0.0,0.0,0.0,0.0
1788940,0.0,0.0,0.0,0.0
1600020,0.0,0.0,0.0,0.0
1453740,0.0,0.0,0.0,0.0
1274940,84.0,0.0,153.0,0.0
1802720,135.0,0.0,135.0,0.0
1696930,0.0,0.0,0.0,0.0
284910,0.0,0.0,0.0,0.0
1972830,0.0,0.0,0.0,0.0
1209910,0.0,0.0,0.0,0.0
856320,0.0,0.0,0.0,0.0
248370,312.0,0.0,619.0,0.0
325210,66.0,0.0,93.0,0.0
687560,0.0,0.0,0.0,0.0
684230,0.0,0.0,0.0,0.0
835690,0.0,0.0,0.0,0.0
425860,0.0,0.0,0.0,0.0
1767450,0.0,0.0,0.0,0.0
1098680,0.0,0.0,0.0,0.0
887370,379.0,0.0,379.0,0.0
804130,0.0,0.0,0.0,0.0
415480,518.0,0.0,693.0,0.0
979390,0.0,0.0,0.0,0.0
