appid,windows,mac,linux
1152000,True,False,False
875310,True,False,False
918550,True,False,False
1411660,True,False,False
731700,True,False,False
913330,True,False,False
756420,True,False,False
444210,True,False,False
858560,True,False,False
1970440,True,False,False
1865340,True,False,False
469900,True,False,False
372940,True,True,False
1053190,True,True,False
796080,True,False,False
352890,True,True,True
1813370,True,False,True
994310,True,False,False
2066220,True,False,False
390460,True,False,False
1449330,True,False,False
1012240,True,False,False
2013480,True,False,False
1965640,True,False,False
822130,True,False,False
573650,True,False,False
1878200,True,False,False
972050,True,False,False
936160,True,False,False
1096690,True,False,False
1775010,True,False,False
214950,True,False,False
1468610,True,False,False
1072000,True,False,False
1403230,True,True,False
408900,True,False,False
1111990,True,False,False
792120,True,False,False
1563970,True,False,False
930780,True,True,False
938250,True,True,False
999730,True,False,False
111800,True,False,True
1355240,True,True,False
552100,True,False,False
1114460,True,False,False
1847250,True,False,True
1232570,True,False,False
661410,True,False,False
1110640,True,False,False
777220,True,False,False
1391090,True,True,False
750050,True,False,False
1121340,True,False,False
1789620,True,True,True
1562510,True,False,False
744900,True,False,False
1523370,True,False,False
830580,True,False,False
421710,True,False,False
686620,True,False,False
1666300,True,False,False
497380,True,False,False
1696610,True,False,False
758140,True,False,False
1415660,True,False,False
856610,True,False,False
582390,True,False,False
1204230,True,False,False
1933270,True,False,False
1026960,True,False,False
1431720,True,False,False
1373770,True,False,False
1098440,True,False,False
1294590,True,False,False
411880,True,True,False
1141380,True,False,False
1370040,True,True,True
949770,True,False,False
605200,True,True,False
1164000,True,False,False
1149930,True,False,False
1460290,True,True,True
995050,True,True,False
676600,True,False,False
925560,True,False,False
1328490,True,False,False
1794470,True,True,False
2008560,True,False,False
358930,True,False,False
1259980,True,False,False
1160620,True,False,False
1360000,True,False,False
900340,True,False,False
1177270,True,False,False
345290,True,False,False
1728110,True,False,False
1282240,True,False,False
415270,True,False,False
419590,True,True,False
1773460,True,True,True
243200,True,True,False
1085730,True,False,False
1788950,True,False,False
288370,True,False,False
1994110,True,False,False
246760,True,False,False
1879190,True,False,False
661520,True,False,False
1691890,True,False,False
733750,True,False,False
1262640,True,False,False
1111300,True,True,False
1254480,True,False,False
961920,True,False,False
819800,True,True,False
400380,True,True,False
71160,True,True,True
737930,True,False,False
1346980,True,False,False
1466700,True,False,False
1958430,True,False,False
1678410,True,False,False
997900,True,False,False
579120,True,False,False
587010,True,True,True
1117360,True,True,False
510700,True,False,False
829210,True,True,True
554800,True,True,True
794960,True,False,False
699600,True,True,True
376560,True,False,False
503550,True,True,True
1950190,True,False,False
1973110,True,False,False
480690,True,False,False
626170,True,False,False
667550,True,False,False
563360,True,False,False
1728120,True,False,False
2066530,True,False,False
1951180,True,False,False
638470,True,True,False
671900,True,False,False
869300,True,True,True
1055970,True,True,False
905590,True,False,False
1846370,True,False,False
55110,True,False,False
1460440,True,True,True
1283960,True,False,False
1596950,True,False,False
1076750,True,False,False
1097900,True,True,False
1148910,True,False,False
1064060,True,False,False
1124400,True,True,True
1620260,True,False,False
686260,True,False,False
463510,True,False,False
1593660,True,False,False
1487650,True,False,False
1398890,True,False,False
1209760,True,False,False
1395120,True,False,False
462630,True,False,False
545620,True,False,False
1721830,True,False,False
1345340,True,True,True
615590,True,False,False
544610,True,False,False
1554760,True,False,False
1322010,True,False,False
691570,True,False,False
1600250,True,False,False
1333910,True,True,False
1193380,True,True,True
496230,True,False,False
1676090,True,False,False
973360,True,False,False
890700,True,True,True
812190,True,False,False
1383620,True,False,False
1498220,True,False,False
286000,True,True,True
503210,True,True,False
1846040,True,False,False
1802930,True,False,False
766070,True,False,False
1378350,True,False,False
1058840,True,True,True
1399140,True,False,False
1938530,True,False,False
284710,True,True,True
1159240,True,False,False
1187920,True,False,False
344410,True,False,False
1246460,True,False,False
1077470,True,True,True
562320,True,False,False
615010,True,True,True
1888560,True,False,False
856790,True,False,False
713380,True,False,False
1644630,True,False,False
1160700,True,False,False
1262730,True,False,False
656320,True,False,False
1573710,True,False,False
800840,True,True,False
2370,True,False,False
400130,True,True,True
1863990,True,False,False
381610,True,True,False
224960,True,False,False
1274800,True,True,False
1795770,True,False,False
1908660,True,True,False
527900,True,False,False
1943440,True,False,False
979970,True,False,False
816870,True,False,False
842640,True,False,False
1098620,True,False,False
1490290,True,False,False
888040,True,False,False
1547320,True,False,False
355380,True,False,False
497040,True,False,False
657000,True,False,False
375450,True,False,False
738210,True,False,False
1307090,True,False,False
741620,True,True,False
438110,True,False,False
812800,True,True,True
394720,True,False,False
63209,True,False,False
677850,True,True,False
1508530,True,True,False
1435590,True,True,False
1386520,True,False,False
1635780,True,False,False
886490,True,False,False
1211100,True,False,False
837510,True,False,False
691700,True,False,False
1958390,True,False,True
1806440,True,False,False
1484010,True,True,False
31820,True,False,False
595080,True,False,False
1533080,True,False,False
292670,True,False,False
1246680,True,False,False
773370,True,False,False
283370,True,False,False
448230,True,False,False
1660460,True,False,False
1175900,True,False,False
1597170,True,False,False
1085110,True,True,False
840590,True,True,False
693400,True,False,False
1458980,True,False,False
1281140,True,True,False
572040,True,False,False
1379700,True,False,False
533850,True,False,False
1348220,True,False,False
1194870,True,True,False
606950,True,False,False
1811290,True,False,False
966660,True,True,False
725610,True,False,False
1845790,True,False,False
1391570,True,False,False
1263860,True,True,False
1036870,True,False,False
952730,True,False,False
1590700,True,False,False
878320,True,False,False
1865280,True,False,False
575820,True,False,True
864730,True,False,False
435460,True,False,False
928180,True,False,False
91810,True,False,False
1068820,True,False,False
1132410,True,False,False
710690,True,False,False
37270,True,True,False
1754350,True,False,False
335840,True,False,False
719210,True,True,True
854150,True,False,True
697800,True,False,False
747050,True,True,True
1980860,True,False,False
1685840,True,False,False
1392150,True,False,False
929120,True,False,False
1074170,True,True,False
703970,True,False,False
1776060,True,False,False
1437870,True,False,False
305070,True,True,False
237350,True,True,True
1094880,True,False,False
1450120,True,False,False
512920,True,False,True
31870,True,False,False
1509110,True,False,False
892930,True,True,False
1366570,True,False,False
431300,True,True,False
618210,True,True,True
919320,True,False,False
1074870,True,False,False
437030,True,False,False
1650570,True,False,False
1182040,True,False,False
1656680,True,False,False
1078750,True,True,False
1561850,True,False,False
364770,True,False,False
873120,True,False,False
1121490,True,False,False
1820640,True,True,False
504090,True,False,False
1002180,True,False,False
1542890,True,False,False
391050,True,False,False
1189650,True,False,False
24240,True,False,False
1550380,True,True,False
1136100,True,True,False
2067440,True,False,False
828080,True,False,False
1196620,True,False,False
750920,True,True,True
311210,True,True,False
1878450,True,True,True
701820,True,True,True
2076590,True,False,False
305620,True,True,True
568580,True,False,False
1209360,True,False,False
1330800,True,True,False
719100,True,False,False
1191870,True,False,False
1867330,True,False,False
328590,True,False,False
1047240,True,False,False
465190,True,False,False
315080,True,False,False
1589920,True,False,False
1582260,True,False,False
1029640,True,True,True
266050,True,False,False
1582290,True,False,False
1007630,True,True,True
1028170,True,False,False
714030,True,False,False
1337650,True,False,False
1273930,True,False,False
887040,True,False,False
1245170,True,False,False
765090,True,False,False
1472660,True,False,False
1663650,True,False,False
681140,True,False,False
1575910,True,True,False
945530,True,False,False
723400,True,False,False
1969850,True,False,True
1189350,True,False,False
994520,True,True,False
696180,True,False,False
602480,True,False,False
1276300,True,False,False
1518870,True,False,False
378030,True,True,True
1811780,True,False,False
1711290,True,False,False
730450,True,False,False
617680,True,True,False
587100,True,False,False
892880,True,False,False
1054610,True,False,False
1655210,True,False,False
685800,True,True,False
1120050,True,False,False
975550,True,False,False
1317850,True,False,False
1799820,True,False,False
1857840,True,False,False
858060,True,True,True
1857370,True,True,False
1826640,True,False,False
1656650,True,False,False
615700,True,False,False
1006250,True,False,False
1031170,True,True,True
989690,True,False,False
373000,True,False,False
935680,True,False,False
1541410,True,True,True
1499780,True,False,False
743570,True,True,True
823550,True,True,False
1598010,True,False,False
346830,True,False,False
1261960,True,False,False
639300,True,False,False
402530,True,True,True
999030,True,False,False
1257360,True,False,False
1855480,True,False,False
395520,True,True,False
1613740,True,False,False
451670,True,True,True
1526190,True,False,False
1789680,True,False,False
348240,True,False,False
509130,True,False,False
969950,True,False,False
1733990,True,False,False
1878970,True,False,False
432100,True,False,False
1736270,True,False,False
1938360,True,False,False
6600,True,False,False
1583870,True,False,False
1429950,True,False,False
656630,True,False,False
1518200,True,False,False
1588410,True,False,False
448980,True,False,False
837950,True,False,False
1587210,True,False,False
1570070,True,False,False
1540700,True,False,False
1872330,True,False,False
1410680,True,False,True
896440,True,False,False
1351870,True,False,False
1045510,True,False,False
732690,True,False,False
211260,True,True,True
990400,True,True,False
534480,True,False,False
1767710,True,False,False
1771520,True,False,False
1096550,True,False,False
739540,True,False,False
264060,True,False,True
529490,True,False,False
206020,True,False,False
354430,True,True,False
779360,True,False,False
1579710,True,False,False
1664490,True,False,False
1477060,True,False,False
1972740,True,False,False
608660,True,True,False
1840850,True,False,False
865190,True,False,False
1011610,True,False,True
571260,True,False,False
1198440,True,False,False
1218500,True,False,False
882990,True,False,False
1062130,True,True,False
1944920,True,False,False
1231780,True,False,False
1240770,True,True,False
262510,True,True,False
1612920,True,False,False
981090,True,False,False
1652650,True,False,False
1314840,True,False,False
1478140,True,False,False
2001210,True,False,False
1485010,True,True,True
1297180,True,True,False
1022870,True,False,False
1989100,True,False,False
32340,True,True,False
1100300,True,True,False
949380,True,False,True
1727810,True,True,False
1649480,True,True,False
2009670,True,True,False
734910,True,True,True
1520460,True,False,False
718200,True,False,False
1292140,True,False,False
1472320,True,False,False
1550230,True,False,False
680500,True,False,False
1572400,True,False,False
1246780,True,False,False
577080,True,False,False
1677520,True,False,False
13530,True,False,False
1879100,True,False,False
750820,True,False,False
2004090,True,False,False
1115450,True,False,False
1267910,True,True,True
1069030,True,True,True
1162400,True,False,False
683150,True,False,False
1359720,True,True,False
535850,True,False,False
870200,True,True,False
1125650,True,False,False
1017440,True,False,False
1864530,True,False,False
709510,True,False,False
1287280,True,False,False
630610,True,False,False
1190900,True,False,False
1055770,True,False,False
428130,True,True,False
366690,True,False,False
2064950,True,False,False
939510,True,False,False
1040750,True,False,False
2082080,True,False,False
1951810,True,False,False
1200730,True,False,False
1965820,True,False,False
658790,True,False,True
380360,True,True,False
1829540,True,False,False
938500,True,False,False
1300570,True,False,False
294390,True,False,False
976030,True,True,True
1177400,True,False,False
1796840,True,False,False
1186570,True,False,False
302710,True,True,True
463980,True,True,False
1903280,True,False,False
398900,True,True,True
1118690,True,False,False
1552790,True,False,False
1206430,True,False,False
1896710,True,False,False
295250,True,True,True
703630,True,False,False
1920650,True,False,False
1859280,True,False,False
1475350,True,False,True
892440,True,True,False
723830,True,False,False
699410,True,False,False
1998680,True,True,False
873960,True,True,False
1900260,True,False,False
1676580,True,False,False
1420320,True,False,False
433900,True,False,False
609400,True,False,False
461510,True,False,False
1864320,True,False,False
1195290,True,False,False
1237890,True,False,False
1827580,True,False,False
1390700,True,False,False
1425240,True,False,False
1834180,True,False,False
492870,True,False,False
249190,True,True,False
1034200,True,False,False
1258710,True,False,False
1675500,True,False,False
368070,True,False,False
1167170,True,True,True
1104960,True,False,False
781250,True,False,False
1492260,True,False,False
1328430,True,False,False
1991230,True,False,False
1387580,True,False,False
1560790,True,False,False
1054640,True,False,False
1347030,True,False,False
1537470,True,False,False
1572380,True,False,False
1416180,True,False,False
1308570,True,False,False
822190,True,True,True
799110,True,False,False
659570,True,True,True
1109340,True,False,False
666560,True,False,False
847900,True,False,False
929410,True,True,False
1823630,True,False,False
1647200,True,False,False
1033880,True,False,False
46360,True,False,False
56400,True,True,True
1027930,True,False,False
1833650,True,False,False
981890,True,False,False
107310,True,False,False
1173810,True,False,False
734290,True,True,False
673750,True,True,True
219950,True,False,False
1039940,True,False,False
1518810,True,False,True
1728590,True,False,False
1107720,True,False,False
1016940,True,False,False
99300,True,False,False
1035560,True,False,False
1035190,True,False,False
1641830,True,True,True
1877160,True,False,False
1033340,True,True,False
1152420,True,False,False
839810,True,False,False
914140,True,False,False
1531840,True,False,False
1469110,True,False,False
777270,True,False,False
420060,True,True,True
970130,True,False,False
1710360,True,False,False
701800,True,False,False
1543630,True,True,False
1307760,True,True,True
756220,True,False,False
630390,True,False,False
774531,True,True,True
1124390,True,True,True
444640,True,True,False
857680,True,False,False
1322830,True,False,False
370570,True,False,False
1713170,True,False,False
1257540,True,False,False
358220,True,True,False
1011650,True,False,False
1864490,True,False,False
1720800,True,False,False
222520,True,True,True
1669390,True,False,False
1530890,True,False,False
1004240,True,True,False
703540,True,False,False
1767860,True,False,False
733690,True,False,False
1494580,True,False,False
1064090,True,False,False
537110,True,False,False
1764810,True,False,False
1571030,True,False,False
1518000,True,False,False
1406780,True,False,True
2009770,True,False,False
684340,True,False,False
334210,True,False,False
948840,True,False,False
844750,True,False,False
1350340,True,False,False
1463030,True,False,False
1840620,True,False,False
898400,True,False,False
1121100,True,False,False
1204250,True,False,False
810650,True,False,False
1219600,True,False,False
830370,True,True,True
1295810,True,False,False
454670,True,False,False
908270,True,True,True
1431730,True,False,False
684250,True,False,False
1427700,True,False,False
724390,True,False,False
1229390,True,False,False
2050680,True,True,True
232950,True,True,False
617270,True,False,False
340070,True,True,True
1696020,True,True,False
1563340,True,True,False
375790,True,True,True
464690,True,False,False
292300,True,True,True
1821630,True,False,False
1450780,True,True,True
1300650,True,False,True
906280,True,False,False
665200,True,False,False
960040,True,False,False
1068520,True,False,False
987840,True,False,False
1416450,True,False,False
849161,True,True,True
1334200,True,False,False
1105670,True,False,False
1546950,True,False,False
322300,True,False,False
1798290,True,False,False
1847020,True,False,False
801120,True,True,False
235720,True,True,False
2073240,True,False,False
331360,True,False,False
1566250,True,False,False
406030,True,False,False
859740,True,True,False
202710,True,False,False
1270980,True,False,False
1806110,True,False,False
734900,True,True,True
1648000,True,False,False
1627290,True,False,False
1298530,True,False,False
1978240,True,False,False
1218940,True,False,False
345630,True,False,False
466170,True,True,True
1949180,True,True,False
717950,True,False,False
1547930,True,False,False
1713050,True,False,False
1787440,True,False,False
675890,True,True,True
1126120,True,True,False
1054630,True,False,False
1883710,True,False,False
1603260,True,False,False
742530,True,False,False
958900,True,False,False
1395600,True,True,False
555280,True,False,False
1636370,True,False,False
1100090,True,False,False
15240,True,False,False
1534040,True,False,False
1849430,True,False,False
1564850,True,True,False
1208870,True,False,False
1336160,True,False,False
602910,True,False,False
1268810,True,False,False
1879790,True,False,False
613590,True,False,False
889770,True,False,False
872090,True,False,False
980300,True,False,False
1117900,True,False,False
1733840,True,False,False
303430,True,True,True
1133970,True,False,False
276380,True,False,False
311850,True,False,False
458510,True,False,False
468050,True,True,True
1331610,True,True,False
592360,True,False,False
898430,True,False,False
1100340,True,False,False
394140,True,False,False
1166490,True,False,False
1379670,True,False,False
1606670,True,False,True
1825070,True,True,True
1233590,True,False,False
1863560,True,True,False
544820,True,False,False
1770210,True,True,True
1858270,True,False,False
1468060,True,False,False
993680,True,False,False
710630,True,True,False
2060550,True,False,False
1842220,True,False,False
71118,True,True,True
514150,True,False,False
1276600,True,False,False
1195270,True,False,False
930850,True,False,False
1968820,True,False,False
817220,True,False,False
1746640,True,False,False
1499220,True,True,False
1353550,True,False,False
590280,True,False,False
1743410,True,False,False
373120,True,False,True
943900,True,True,False
691830,True,True,False
1370250,True,False,False
1071880,True,True,False
959150,True,False,True
497560,True,False,False
1375810,True,False,False
474830,True,False,False
837920,True,False,False
26300,True,False,False
1404210,True,False,False
2060520,True,False,True
829940,True,False,False
1250180,True,True,True
566140,True,False,False
1233600,True,False,False
1112960,True,False,False
1623420,True,False,False
714150,True,False,False
968970,True,False,False
761030,True,True,True
1249130,True,True,True
349510,True,False,False
1546630,True,False,False
571050,True,False,False
1359910,True,False,False
1176970,True,False,False
1465010,True,False,False
1823490,True,True,False
1820940,True,False,False
1729090,True,False,False
906120,True,False,False
2063340,True,False,False
861920,True,False,False
977720,True,False,False
250760,True,True,True
428170,True,False,False
1515920,True,False,False
867690,True,False,False
1614740,True,False,False
1063500,True,False,False
1055930,True,False,False
1476230,True,False,False
1756480,True,False,False
378390,True,False,False
956600,True,True,True
1494320,True,False,False
1258990,True,False,False
1394600,True,False,False
1114530,True,False,False
1731860,True,False,False
981620,True,True,True
1094640,True,False,False
433890,True,False,False
1179840,True,False,False
777200,True,False,False
450250,True,False,False
448140,True,True,False
357340,True,False,False
300840,True,False,False
442140,True,True,False
1828790,True,False,False
673620,True,False,False
1225840,True,True,True
1345240,True,True,False
789740,True,False,False
1557300,True,False,False
1935130,True,False,True
1556540,True,False,False
787460,True,False,False
1005330,True,False,False
756260,True,True,True
1808890,True,False,False
538470,True,False,False
1607640,True,False,False
876500,True,True,True
285960,True,True,True
1253580,True,False,False
386100,True,False,False
1757760,True,False,False
1609090,True,False,False
1468430,True,False,False
1888210,True,False,False
1019630,True,False,False
1777910,True,True,False
1477710,True,False,False
681110,True,True,True
666610,True,False,False
289280,True,False,False
1806580,True,False,False
1232460,True,False,False
589510,True,True,True
1046210,True,True,True
262900,True,False,False
464060,True,False,True
1707720,True,True,True
1051420,True,True,True
1847500,True,False,False
1646740,True,False,False
1428780,True,False,False
402210,True,True,False
400040,True,False,False
1210340,True,False,False
821120,True,False,False
1463380,True,False,False
1001490,True,True,True
1488220,True,False,False
1622720,True,False,False
996280,True,False,False
701080,True,False,False
1118740,True,True,False
1197230,True,True,True
1400630,True,False,False
655780,True,True,True
526740,True,False,False
725120,True,False,False
432230,True,True,True
524380,True,False,False
1148960,True,False,False
1061300,True,False,False
774241,True,False,False
678920,True,False,False
1078420,True,False,True
1159520,True,False,True
873470,True,False,False
1357490,True,False,False
465860,True,False,False
1961740,True,True,False
866100,True,False,False
1369320,True,True,True
454350,True,False,False
1025960,True,False,False
355240,True,False,False
1022320,True,True,True
736230,True,False,False
798350,True,False,True
863870,True,False,False
1446410,True,False,False
1421310,True,False,False
1506960,True,False,False
34190,True,False,False
1083870,True,False,False
1453450,True,False,False
346240,True,False,False
307880,True,False,False
716050,True,False,False
1397530,True,False,False
908690,True,False,False
301190,True,True,True
342630,True,True,False
648600,True,False,False
1350390,True,False,False
422010,True,False,True
1106710,True,False,False
1363350,True,False,False
448400,True,False,False
1099550,True,True,False
518660,True,False,False
1832620,True,False,False
1745800,True,False,False
1696720,True,False,False
211970,True,False,False
1992410,True,False,False
1931640,True,False,True
1018420,True,False,False
1375220,True,False,False
740150,True,True,False
1701300,True,False,False
1159940,True,False,False
1779200,True,False,True
504050,True,True,True
676430,True,True,True
1336060,True,False,False
1632300,True,False,False
314230,True,False,False
1200,True,True,True
877260,True,False,False
559330,True,False,False
1045110,True,False,False
1847060,True,False,False
1698440,True,False,False
1811070,True,False,False
1031630,True,False,False
897100,True,False,False
1749210,True,False,False
1127010,True,False,False
1173800,True,False,False
1117490,True,False,False
387780,True,False,False
1221800,True,False,False
261640,True,True,True
1066160,True,False,False
552130,True,False,False
1424300,True,True,True
1477890,True,False,False
824220,True,False,False
1043350,True,False,False
1701040,True,False,False
1000880,True,False,False
1449640,True,False,False
254840,True,False,False
1213600,True,True,False
1243130,True,True,True
867110,True,False,False
947340,True,False,False
497360,True,False,False
432310,True,False,False
951030,True,True,False
284890,True,True,True
1302430,True,False,False
1433470,True,False,False
948370,True,False,False
418160,True,False,False
819880,True,False,False
1381880,True,False,False
849270,True,True,False
968500,True,False,False
1990620,True,False,False
722020,True,False,False
270170,True,True,True
637650,True,False,False
304350,True,False,False
403560,True,False,False
1110770,True,True,False
881750,True,False,False
1580480,True,False,False
698100,True,False,False
1464550,True,False,False
357030,True,True,True
1220340,True,False,False
412660,True,False,False
1815270,True,False,False
1219730,True,False,False
1406710,True,False,False
841110,True,False,False
1455140,True,False,False
1636820,True,False,False
1882640,True,False,False
486510,True,False,False
1937710,True,False,False
346950,True,False,False
550370,True,False,False
1149460,True,False,False
1480050,True,False,False
964990,True,True,False
1327450,True,False,False
763090,True,True,True
1475430,True,False,False
1464000,True,True,False
1572920,True,True,True
1817310,True,False,True
747990,True,False,False
1577940,True,False,True
104000,True,True,False
1168470,True,True,False
793150,True,False,False
406090,True,False,False
1053270,True,False,False
1334040,True,False,False
1103050,True,True,True
1601810,True,False,False
326650,True,False,False
1753730,True,False,False
891340,True,False,False
1478960,True,False,False
1072750,True,False,False
786050,True,False,False
1767910,True,False,False
719550,True,True,True
277890,True,False,False
1370780,True,True,True
1534180,True,False,True
1505560,True,False,False
403430,True,False,False
557240,True,True,False
534200,True,True,False
610740,True,False,False
630170,True,False,False
378580,True,False,False
1832760,True,False,False
394120,True,False,False
1003690,True,False,False
1208760,True,False,False
1166830,True,False,False
1002650,True,True,False
1174490,True,False,True
965320,True,False,False
868940,True,False,False
1191540,True,True,True
1546350,True,False,False
713830,True,False,False
1132850,True,False,False
1530720,True,False,False
37390,True,True,False
551160,True,False,False
925880,True,False,False
1417690,True,False,False
532070,True,False,False
1437840,True,False,False
514990,True,False,True
953950,True,False,False
1304170,True,False,False
2022110,True,False,False
866800,True,False,False
1688780,True,False,False
412760,True,True,False
1901870,True,False,False
1102080,True,False,False
330680,True,False,False
1216740,True,False,False
718320,True,True,True
909020,True,False,False
512430,True,False,False
987290,True,True,False
1498290,True,False,False
693300,True,True,True
1803560,True,False,False
667970,True,False,False
786350,True,False,False
1944230,True,False,False
1051190,True,False,False
334310,True,False,False
1564240,True,True,True
1709480,True,False,False
1302750,True,False,False
1266840,True,False,False
1277100,True,True,True
910530,True,False,False
1796700,True,False,False
1631290,True,False,False
881230,True,False,False
1568900,True,False,False
1240630,True,True,True
993340,True,False,False
1344820,True,False,False
721090,True,False,False
980170,True,False,False
1098200,True,False,False
1284260,True,False,False
411480,True,False,False
363070,True,True,True
747930,True,False,False
1276530,True,True,True
1317120,True,False,False
934950,True,True,False
1916620,True,False,False
1369670,True,False,False
1075860,True,False,False
390040,True,False,False
283000,True,False,False
63110,True,False,False
668560,True,False,False
1488150,True,False,True
1755300,True,False,False
1136250,True,False,False
1383440,True,False,False
1201370,True,False,False
504500,True,True,True
795550,True,False,False
527880,True,False,False
1469990,True,False,False
1712570,True,False,False
2063110,True,False,False
1523720,True,False,False
1395400,True,False,False
1152900,True,False,False
1097670,True,True,True
616620,True,False,False
1610310,True,True,True
1353270,True,True,False
1284140,True,False,False
1620360,True,False,False
674960,True,False,False
801660,True,False,False
1846240,True,False,False
746360,True,False,False
1437720,True,False,False
1786700,True,False,False
469550,True,False,False
504010,True,False,False
1129920,True,True,True
327390,True,True,True
1755990,True,False,False
676550,True,False,False
1500030,True,True,True
630640,True,False,False
1141850,True,False,False
1492000,True,False,False
415080,True,False,False
1481440,True,False,False
672280,True,False,False
1668280,True,False,False
108700,True,False,False
32760,True,False,False
327440,True,False,False
1573220,True,False,False
883590,True,False,False
608990,True,True,True
503150,True,True,True
449320,True,True,True
1679960,True,False,False
925440,True,False,False
594660,True,True,True
1071060,True,False,False
651820,True,False,False
1148040,True,False,False
893870,True,False,False
922170,True,False,False
835110,True,False,False
1289890,True,False,False
1359920,True,False,False
1072340,True,False,False
1515970,True,False,False
1819630,True,False,False
381020,True,True,True
1069230,True,False,False
1236070,True,True,True
953920,True,False,False
649990,True,False,False
420210,True,False,False
960550,True,True,True
1850980,True,False,False
1171240,True,False,False
870120,True,False,False
986370,True,False,False
38490,True,True,True
684570,True,False,False
434430,True,False,False
361430,True,True,True
720250,True,True,False
925610,True,True,True
38110,True,False,False
444520,True,True,True
1146510,True,False,False
357600,True,True,True
314790,True,True,True
1569990,True,False,False
1043860,True,False,False
1704630,True,False,False
1623660,True,False,False
722730,True,False,False
683430,True,False,False
947240,True,False,False
1177070,True,False,True
1128210,True,False,False
1027660,True,False,False
2072680,True,False,False
1391960,True,False,False
1936540,True,False,False
424200,True,True,True
587000,True,True,False
1331180,True,False,False
1462170,True,False,False
210770,True,True,True
1335370,True,False,True
1565220,True,False,False
1700180,True,False,False
313830,True,False,False
684130,True,False,False
1833090,True,False,False
602670,True,False,False
1362390,True,False,False
1037190,True,True,True
1836450,True,False,False
1715690,True,False,False
1390300,True,False,False
650510,True,False,False
396010,True,False,False
469800,True,True,False
666320,True,True,False
350140,True,False,False
1783490,True,True,True
1158970,True,False,False
1083270,True,False,False
358760,True,True,True
1116100,True,False,False
1701640,True,False,False
245050,True,False,False
1000010,True,False,False
559680,True,False,False
907160,True,False,False
1986120,True,False,False
1223370,True,False,True
952330,True,False,False
1023940,True,False,False
1538170,True,False,False
108500,True,False,False
701010,True,False,False
908960,True,False,False
395580,True,True,True
1053820,True,False,False
1610,True,False,False
1359740,True,False,False
1121190,True,False,False
1022550,True,False,False
1096200,True,True,False
213350,True,False,False
251020,True,False,False
737500,True,False,False
851570,True,False,False
581380,True,False,False
1500590,True,False,False
1610590,True,False,False
821190,True,False,False
1229720,True,False,False
323910,True,False,False
485310,True,False,False
1403190,True,False,False
332800,True,False,False
350310,True,False,False
866340,True,True,False
587520,True,False,False
791470,True,False,False
1115090,True,False,False
946460,True,False,False
1630630,True,True,True
994360,True,False,False
973550,True,False,False
1398660,True,False,False
1184560,True,False,False
1477250,True,True,False
1304120,True,False,False
1942510,True,False,False
1831400,True,False,False
585740,True,False,False
1096970,True,False,False
1748840,True,False,False
1942140,True,False,False
1749460,True,False,False
815560,True,False,False
1537030,True,False,False
1451120,True,False,False
1155720,True,True,True
1015550,True,False,False
965820,True,False,False
668170,True,False,False
1682420,True,False,False
1956200,True,False,False
1128000,True,False,False
1543320,True,False,False
1063230,True,False,False
574310,True,True,True
1013310,True,False,False
631900,True,False,False
1716260,True,False,False
741010,True,False,False
1295740,True,False,False
1360580,True,True,True
306040,True,False,False
1066010,True,False,False
973810,True,False,False
1694690,True,False,False
1150460,True,False,False
895870,True,False,False
486290,True,False,False
490690,True,True,True
962290,True,False,False
754410,True,False,False
1477850,True,False,False
534750,True,False,False
836260,True,False,False
468160,True,False,False
904520,True,True,True
283840,True,False,False
1448400,True,False,False
1203400,True,False,False
1894210,True,False,False
1163100,True,False,False
673920,True,False,False
1153850,True,True,False
1782080,True,False,False
487700,True,True,True
1187780,True,False,False
1915450,True,False,False
1889440,True,False,False
818240,True,False,False
1392240,True,False,False
1879540,True,False,False
1145240,True,True,False
1914530,True,False,False
437550,True,False,False
779570,True,False,False
946500,True,False,False
678520,True,False,False
1138960,True,False,False
742480,True,True,False
946670,True,True,True
746900,True,False,False
692090,True,False,False
1173070,True,False,False
1753810,True,False,False
572710,True,False,False
1595760,True,False,False
1555590,True,False,False
295790,True,True,True
701960,True,False,False
637310,True,False,False
1177640,True,False,False
1856180,True,False,False
1130410,True,False,False
754480,True,False,False
597200,True,False,False
1631930,True,False,False
1512960,True,False,True
1333840,True,False,False
1525330,True,False,False
1399750,True,False,False
1909830,True,False,False
650460,True,False,False
1545810,True,False,False
270450,True,True,True
590850,True,False,False
1610820,True,False,False
1259290,True,False,False
404420,True,True,False
977400,True,True,False
868090,True,False,False
1276370,True,False,False
517810,True,False,False
457660,True,False,False
1021860,True,False,False
1735980,True,False,False
1553420,True,False,False
1232150,True,False,False
1424360,True,False,False
822940,True,True,False
1329190,True,False,False
1675590,True,False,False
626780,True,False,False
878310,True,True,True
1852220,True,True,False
1576020,True,False,False
1594830,True,False,False
1149590,True,False,False
1916340,True,True,False
397850,True,False,False
314650,True,False,False
1235350,True,False,False
1159490,True,False,False
893140,True,True,True
674230,True,False,False
1213760,True,False,False
578350,True,False,False
344160,True,False,False
705380,True,False,False
401710,True,True,True
762610,True,True,True
1127030,True,False,False
1139720,True,False,False
979450,True,False,False
671650,True,False,False
619210,True,False,False
510910,True,False,False
1558680,True,False,False
1162050,True,False,False
1303790,True,True,False
1398440,True,False,False
1862250,True,False,False
843040,True,True,True
1649830,True,True,False
488160,True,False,False
808210,True,False,False
1491850,True,False,False
1861490,True,False,False
